post_body,retweets,likes,comments,views,timestamp,n_words,post_eval,category
"El señor Presidente electo reconoció, durante el acto de proclamación, el grande apoyo que recibió en la provincia de Colón",,,,30,2024-05-10T02:16:11.000Z,0,"en este caso, el post no contiene elementos de hate speech. el texto es un comunicado oficial sobre la proclamación de un presidente electo, en el que se menciona el apoyo recibido en una provincia específica. no hay comentarios discriminatorios, insultos, amenazas o contenido que promueva la violencia o la intolerancia hacia cualquier grupo de personas. el post es un comunicado neutro y objetivo, sin contenido que pueda considerarse como hate speech.",no hate
"Con los equipos de Panamá, Panamá Oeste y Colón, se da clausura a la Copa de Las Estrellas. El ministro Pino muestra su satisfacción por el trabajo realizado, en beneficio de más de 200 niños que se encontraban en riesgo social y a los cuales se les alejó de la delincuencia.",1.0,3,,642,2024-05-11T17:37:23.000Z,0,"la explicación del post es neutral y no contiene elementos de hate speech. el post se refiere a la celebración de la copa de las estrellas, un evento que beneficia a niños en riesgo social y que ha sido organizada por equipos y ministerios en panamá. el lenguaje utilizado es positivo y respetuoso, sin mencionar discriminación, odio o injurias hacia grupos o individuos. el post se centra en la celebración del éxito del evento y la satisfacción del ministro, sin incluir contenido que promueva el odio o la discriminación.",no hate
"#TúEliges2024 El presidente de la República @NitoCortizo y su esposa Yazmín Colón de Cortizo ejercerán su derecho al voto en el Centro de Convenciones Atlapa a las 9:15 de la mañana en la mesa 3437.
#RadioPanama",1.0,1,2.0,635,2024-05-05T11:57:37.000Z,0,"este post no es considerado como hate speech. es un comunicado oficial sobre la participación del presidente de la república y su esposa en el proceso electoral en panamá, publicado por una estación de radio. no contiene lenguaje discriminatorio, hostil o incitador al odio hacia ninguna persona o grupo. es un mensaje informativo y neutro, que cumple con los estándares de comunicación pública.",no hate
"#Colón: Debido a una rotura de tubería de 30 pulgadas frente a La Cresta en Los 4 Altos, se afecta el suministro en toda el área de la Transístmica, Villa del Caribe, Puerto Escondido, La Primavera y áreas aledañas. @311Panama",1.0,2,,3 mil,2024-05-07T14:14:47.000Z,0,"este post no es hate speech. es un comunicado de una fuente oficial (en este caso, la empresa de servicios públicos 311 panama) que informa sobre una situación de rotura de tubería que afecta el suministro de agua en diferentes áreas de la ciudad. no contiene contenido discriminatorio, racista, sexista, homofóbico, transofóbico, religioso, nacionalista o cualquier otro tipo de contenido que promueva la discriminación o la violencia hacia grupos determinados.",no hate
"#Nacionales La Fiscalía de Drogas de Colón y Guna Yala con @SENANPanama aprehendieron a 2 personas, decomisaron 9 paquetes con presunta droga y 48 bolsas ziploc con hierba seca,  en una embarcación, al este de Los Cayos Holandeses, en Guna Yala. @PGN_PANAMA
#RadioPanama",,3,,327,2024-05-10T12:23:36.000Z,0,"este post no es un ejemplo de hate speech. es un comunicado de prensa que informa sobre una operación policial realizada por la fiscalía de drogas de colón y guna yala, en colaboración con la senan (secretaría nacional de naturaleza) de panamá, en la que se apresaron a dos personas y se decomisaron drogas y hierba seca en una embarcación en el este de los cayos holandeses, en guna yala. el post es un comunicado de prensa objetivo y neutral, sin contenido discriminatorio, ofensivo o incitatorio.",no hate
"Presentamos una denuncia ante la @fgelectoral en compañía de nuestro amigo Pedro “Toto” Camargo, candidato a alcalde por el distrito de Donoso, provincia de Colón, y parte de su equipo, por las numerosas irregularidades que constituyen delito electoral el día de las elecciones…",14.0,18,,2 mil,2024-05-09T23:04:50.000Z,0,"la explicación del post es que no se considera hate speech, ya que no contiene contenido discriminatorio, racista, sexista, homófobo, transfofo, xenófobo o que promueva la violencia o la discriminación en contra de una persona o grupo de personas. el post es un comunicado que denuncia irregularidades electorales y no tiene un contenido que incite al odio o la discriminación.",no hate
"#Colón | #Aeronavales de la 3ra. Zona, realizan supervisión de las medidas de seguridad a las embarcaciones, en Río Indio, de igual forma se recalcó el uso de la línea #108, para reportar emergencias y denuncias.

#SeguridadMarítima",29.0,14,,631,2024-05-09T20:54:53.000Z,0,"la explicación del post es una noticia o comunicado oficial sobre la supervisión de medidas de seguridad en el área de río indio por parte de las aeronavales de la 3ra. zona, con el fin de garantizar la seguridad marítima. el post no contiene contenido discriminatorio, insultante o que incite a la violencia, por lo que no se considera hate speech.",no hate
"A esta hora reportan el asesinato de una persona a bordo de una camioneta en el sector de Arco Iris, en Colón. #TReporta",2.0,6,,2 mil,2024-05-08T18:09:27.000Z,0,"el post no contiene contenido que pueda ser considerado como hate speech. hate speech se refiere a la comunicación que promueve el odio, la discriminación o la violencia hacia una persona o grupo de personas debido a su raza, religión, género, orientación sexual, discapacidad o cualquier otra característica protegida por la ley. en este caso, el post simplemente reporta un suceso noticioso, el asesinato de una persona en un sector de colón, sin expresar contenido discriminatorio o incitador al odio.",no hate
"Privan de libertad a tres en Colón, rescatan a dos y uno no aparece https://buff.ly/4dxxLCI

#ESLaRoja",,1,,385,2024-05-07T17:00:02.000Z,0,"el post en cuestión parece ser un comunicado de prensa sobre un incidente en colón, donde tres personas han sido privadas de libertad y dos han sido rescatadas, mientras que otro individuo no ha sido encontrado. el uso del hashtag ""#eslaroja"" sugiere que el post es relacionado con el equipo de fútbol español, real madrid, y posiblemente se refiere a un incidente relacionado con el equipo o sus seguidores. sin embargo, en sí mismo, el post no contiene contenido discriminatorio, hostil o incitante al odio, por lo que no se considera hate speech.",no hate
"Un programa para minimizar muertes y complicaciones por enfermedades cardiovasculares, implementará la Caja de Seguro Social (CSS) en sus diferentes servicios de urgencia de Panamá, Panamá Oeste y Colón.

 https://destinopanama.com.pa/2024/05/alerta-infarto-nuevo-programa-de-la-css-para-salvar-vidas/…",,,,32,2024-05-07T18:13:16.000Z,0,"la explicación del post no se considera hate speech, ya que no contiene lenguaje discriminatorio, odio, intolerancia o agresión hacia ninguna persona o grupo. el post es un comunicado informativo sobre un programa implementado por la caja de seguro social (css) en panamá para minimizar muertes y complicaciones por enfermedades cardiovasculares, lo que sugiere un contenido neutral y objetivo.",no hate
"#TuDecisión2024 #Elecciones2024| Ricardo Lombana  y Michael Chen desde la provincia de Colón. 

Más detalles sobre esta nota en http://tvn-2.com

#NoticiasPanamá #NoticiasTVN #Panamá #TVNNacionales",1.0,15,1.0,2 mil,2024-05-05T17:05:57.000Z,0,"la explicación del post es una noticia sobre un evento político en el contexto de las elecciones en panamá en 2024. el post parece ser una publicación de noticias objetiva y neutral, sin contenido discriminatorio, injurioso o de odio hacia cualquier grupo o individuo. no se detecta hate speech en este post.",no hate
"#Colón: Debido a trabajos de reparación en una red sanitaria en el Casco de la ciudad de Colón, el suministro se verá afectado de 8:00 de la mañana a 4:00 de la tarde. @311Panama",,2,,2 mil,2024-05-10T18:33:05.000Z,0,"este post no es hate speech. es un comunicado oficial sobre una situación de mantenimiento en una red sanitaria en la ciudad de colón, panamá, y no contiene contenido discriminatorio, ofensivo o incitador al odio contra cualquier grupo o individuo.",no hate
Por fin Colón tiene esperanzas,,1,,126,2024-05-13T00:51:24.000Z,0,"la explicación del post es imposible de determinar como hate speech sin más contexto. el término ""colón"" puede referirse a cristóbal colón, un explorador español del siglo xv, o también puede ser un apelativo para una persona o grupo de personas. sin más información, no es posible determinar si el post contiene contenido discriminatorio o no.",no hate
Parece que por fin Colón tiene salvación,,1,,117,2024-05-12T21:18:35.000Z,0,"el post parece ser un comentario de alivio y esperanza en relación con la resolución de un problema o situación difícil en la vida de cristóbal colón, un explorador y navegante español del siglo xv. el contexto de habla es probablemente un entorno histórico o educativo, donde se discute sobre la vida y logros de colón. en este sentido, el post no contiene elementos de hate speech, ya que no contiene palabras o expresiones que promuevan la discriminación, la hostilidad o la violencia hacia personas o grupos.",no hate
"En Colón hay uno similar pero más pequeño.
En el Mount Hope, el Mount Hope es un cementerio bonito pero triste, también tiene leyendas Urbanas que si vas tarde o solo en esa ruta te salen ánimas o se te pegan perooo",3.0,14,3.0,565,2024-05-13T00:04:30.000Z,0,"uno similar a otro cementerio llamado mount hope, y mount hope en sí mismo. el autor describe mount hope como un cementerio ""bonito pero triste"", y también menciona leyendas urbanas que afirman que hay espíritus que pueden aparecer en la zona. no hay contenido que sugiera odio, discriminación o violencia hacia cualquier grupo o individuo, por lo que no se considera hate speech.",no hate
"Así se jugará la Jornada 6 de la Liga Nacional de Futsal 

 Complejo Deportivo Roberto Kelly
 Polideportivo Corporación de Colón
 Gimnasio Neco De la Guardia, Chorrillo
 Gimnasio Los Naranjos de Boquete

@fepafut

#TodosSomosLNF",4.0,5,,826,2024-05-08T16:34:20.000Z,0,"el post es un anuncio de la jornada 6 de la liga nacional de futsal, especificando los lugares donde se jugarán los partidos. la etiqueta @fepafut sugiere que es un comunicado oficial de la federación panameña de fútbol (fepafut). el hashtag ""#todossomoslnf"" es un mensaje de inclusión y unidad en torno a la liga nacional de futsal. en este sentido, no se detecta contenido que pueda ser considerado hate speech o contenido discriminatorio.",no hate
